Business Name,City,Rating,Reviews Count,Phone Number,Email,Website,Full Address,Google Maps Link
Shiv Cafe,Purnia,4.6,,+91 75419 40070,,https://chat.whatsapp.com/J9aeyxHLdKQ1sRcEhTQ07n,"Purnea College Campus Purnea College Campus, Bihar 854301, India",https://www.google.com/maps/place/Shiv+Cafe/data=!4m7!3m6!1s0x39eff9a3c56f807b:0x5d966c23919a4095!8m2!3d25.7930277!4d87.4696003!16s%2Fg%2F11t5dx5m9n!19sChIJe4BvxaP57zkRlUCakSNsll0?authuser=0&hl=en&rclk=1
Purnea Cyber Cafe,Purnia,4.7,,+91 86779 77590,,Not Available,"Ward No 18, Deepak Kumar, Purnea College Rd, near Hanuman Mandir, Pratap Nagar, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Purnea+Cyber+Cafe/data=!4m7!3m6!1s0x39eff976d80c91d3:0x9f57b41e68669d1b!8m2!3d25.7913127!4d87.4698164!16s%2Fg%2F11j1mghfdj!19sChIJ05EM2Hb57zkRG51maB60V58?authuser=0&hl=en&rclk=1
NEW CYBER CAFE & DIGITAL STUDIO,Purnia,4.5,,+91 88735 29728,,Not Available,"Rangbhumi Mahinda Road, near Pashu Palan Office, Purnia, Bihar 854301, India",https://www.google.com/maps/place/NEW+CYBER+CAFE+%26+DIGITAL+STUDIO/data=!4m7!3m6!1s0x39eff9780155aa31:0x9cc0d2c492a1ff66!8m2!3d25.7832083!4d87.4702366!16s%2Fg%2F11gfnh6s11!19sChIJMapVAXj57zkRZv-hksTSwJw?authuser=0&hl=en&rclk=1
Netflix cafe,Purnia,,,Not Available,,Not Available,"civil Court compound, Mahila College Road, near Sal Tax Chowk, Mariam Nagar, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Netflix+cafe/data=!4m7!3m6!1s0x39eff90037e2873d:0xc029370fa52bc4aa!8m2!3d25.7712683!4d87.4665292!16s%2Fg%2F11vm0qts5w!19sChIJPYfiNwD57zkRqsQrpQ83KcA?authuser=0&hl=en&rclk=1
Virtual Cyber Cafe & Mobile Service,Purnia,5.0,,+91 77798 47444,,Not Available,"Driver Tola, Road, near Ideal Study Point, Rambagh, Khairuganj, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Virtual+Cyber+Cafe+%26+Mobile+Service/data=!4m7!3m6!1s0x39eff93027b9147f:0x67d90529576bc0ab!8m2!3d25.7938419!4d87.4956322!16s%2Fg%2F11ynlwyhww!19sChIJfxS5JzD57zkRq8BrVykF2Wc?authuser=0&hl=en&rclk=1
Neha Cafe,Purnia,4.7,,+91 70610 37322,,Not Available,"Internet Cyber Cafe, Jhil Tola Chwk, Purnia, Bihar 854304, India",https://www.google.com/maps/place/Neha+Cafe/data=!4m7!3m6!1s0x39eff9893b5641c1:0xe782def2aa13d877!8m2!3d25.7979723!4d87.482199!16s%2Fg%2F11rcnt_0mc!19sChIJwUFWO4n57zkRd9gTqvLeguc?authuser=0&hl=en&rclk=1
Internet Hub,Purnia,4.7,,+91 94309 68174,,Not Available,"Kali Asthan, Ashram Rd, Shivpuri, Patna, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Internet+Hub/data=!4m7!3m6!1s0x39eff96eb0ad92eb:0x87088465aa46f904!8m2!3d25.7660677!4d87.4742878!16s%2Fg%2F11fzywq10l!19sChIJ65KtsG757zkRBPlGqmWECIc?authuser=0&hl=en&rclk=1
AASTHA CYBER CAFE,Purnia,4.9,,+91 82075 97503,,Not Available,"Manjhli Chowk, Madhubani, Purnia, Bihar 854301, India",https://www.google.com/maps/place/AASTHA+CYBER+CAFE/data=!4m7!3m6!1s0x39effb1e4095206b:0xee097c3002c5c8b9!8m2!3d25.7821281!4d87.4596529!16s%2Fg%2F11zjyjgny1!19sChIJayCVQB777zkRucjFAjB8Ce4?authuser=0&hl=en&rclk=1
Sumitra Cyber Cafe,Purnia,3.9,,Not Available,,Not Available,"Infront of Ursuline Convent, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Sumitra+Cyber+Cafe/data=!4m7!3m6!1s0x39eff96ea85c6eff:0x9839e1586745e8a7!8m2!3d25.7875948!4d87.4731485!16s%2Fg%2F11g0h187xs!19sChIJ_25cqG757zkRp-hFZ1jhOZg?authuser=0&hl=en&rclk=1
Apple Cyber Cafe,Purnia,4.0,,+91 85074 34120,,Not Available,"QFHQ+R5H, Shiv Mandir Rd, near rbc press, Ashiyana Colony, Line Bazar, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Apple+Cyber+Cafe/data=!4m7!3m6!1s0x39eff908faf19765:0xcd3aeea8d490f95c!8m2!3d25.7795682!4d87.4879849!16s%2Fg%2F11csq9x84l!19sChIJZZfx-gj57zkRXPmQ1KjuOs0?authuser=0&hl=en&rclk=1
AB STUDIOS AND CYBER CAFE,Purnia,5.0,,+91 91171 76967,,Not Available,"Dig chowk, Purnia, Bihar 854301, India",https://www.google.com/maps/place/AB+STUDIOS+AND+CYBER+CAFE/data=!4m7!3m6!1s0x39eff9af162e99b1:0x9d2f55ab691d9b7f!8m2!3d25.7880619!4d87.4779114!16s%2Fg%2F11s7qxrfpj!19sChIJsZkuFq_57zkRf5sdaatVL50?authuser=0&hl=en&rclk=1
Cyber Cafe,Purnia,4.0,,Not Available,,Not Available,"QFW9+VJ9, Madhubani, Purnia, Bihar 854304, India",https://www.google.com/maps/place/Cyber+Cafe/data=!4m7!3m6!1s0x39eff98fc8320839:0x34ae9abe3147fe39!8m2!3d25.7971521!4d87.4691038!16s%2Fg%2F11g99l648d!19sChIJOQgyyI_57zkROf5HMb6arjQ?authuser=0&hl=en&rclk=1
Vishal Internet Cafe,Purnia,5.0,,+91 94731 06204,,Not Available,"Main Road, Rambagh, Purnia, Bihar 854304, India",https://www.google.com/maps/place/Vishal+Internet+Cafe/data=!4m7!3m6!1s0x39eff9496ce93a75:0xa2b472d887761f1c!8m2!3d25.7977257!4d87.4992941!16s%2Fg%2F11t14l34lg!19sChIJdTrpbEn57zkRHB92h9hytKI?authuser=0&hl=en&rclk=1
Rambagh Digital Internet Cafe,Purnia,3.8,,+91 77395 32851,,Not Available,"Unnamed Road, Rambagh, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Rambagh+Digital+Internet+Cafe/data=!4m7!3m6!1s0x39eff953769b48e3:0x3e94c9bccccd23b7!8m2!3d25.790743!4d87.4964205!16s%2Fg%2F11gs67dh35!19sChIJ40ibdlP57zkRtyPNzLzJlD4?authuser=0&hl=en&rclk=1
Laxmi net cafe,Purnia,5.0,,+91 95707 21534,,Not Available,"Driver tola, Rambagh, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Laxmi+net+cafe/data=!4m7!3m6!1s0x39eff95c09a7e5b5:0x4fbb3bb25653d8bc!8m2!3d25.7931253!4d87.4959937!16s%2Fg%2F11mdfnhxzc!19sChIJteWnCVz57zkRvNhTVrI7u08?authuser=0&hl=en&rclk=1
Aditya Cyber Cafe,Purnia,4.4,,+91 79797 11051,,Not Available,"Jayprakash Nagar, Purnea College Chowk, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Aditya+Cyber+Cafe/data=!4m7!3m6!1s0x39eff98a8f51af6b:0xcb556b2c5cd0099d!8m2!3d25.7906486!4d87.469817!16s%2Fg%2F11hypngd2n!19sChIJa69Rj4r57zkRnQnQXCxrVcs?authuser=0&hl=en&rclk=1
Apna Digital Seva,Purnia,5.0,,Not Available,,Not Available,"Icm coaching campus, near Mohammadia masjid, Hazrat Ganj, Khazanchi Haat, hazratganj, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Apna+Digital+Seva/data=!4m7!3m6!1s0x39eff900360b1055:0x5a8878f502eac38d!8m2!3d25.7813217!4d87.4943567!16s%2Fg%2F11z12t_w6n!19sChIJVRALNgD57zkRjcPqAvV4iFo?authuser=0&hl=en&rclk=1
Vivek Cyber Cafe,Purnia,4.0,,+91 62875 00146,,Not Available,"New, Power Grid Rd, Ram Nagar, Purnia, Bihar 854303, India",https://www.google.com/maps/place/Vivek+Cyber+Cafe/data=!4m7!3m6!1s0x39eff9d17ca1a653:0xce75c74de77a0b61!8m2!3d25.7567318!4d87.4769775!16s%2Fg%2F11s2bxprj4!19sChIJU6ahfNH57zkRYQt6503Hdc4?authuser=0&hl=en&rclk=1
It-Hub Internet,Purnia,4.6,,+91 97098 37635,,Not Available,"Near, Zila School Rd, Bhatta Bazar, Navratan Hatta, Purnia, Bihar 854301, India",https://www.google.com/maps/place/It-Hub+Internet/data=!4m7!3m6!1s0x39eff90d2607bb67:0xdf608449301abc54!8m2!3d25.7739172!4d87.4808575!16s%2Fg%2F11hbr10zlx!19sChIJZ7sHJg357zkRVLwaMEmEYN8?authuser=0&hl=en&rclk=1
Maa Gayatri Digital Seva Kendra,Purnia,5.0,,+91 99556 74041,,https://maa-gayatri-digital-seva.grexa.site/,"Loha Patti Rd, near of Gayatri Mandir Road, Shastri Nagar, Purnia, Gulabbagh, Bihar 854326, India",https://www.google.com/maps/place/Maa+Gayatri+Digital+Seva+Kendra/data=!4m7!3m6!1s0x39eff93f12f7ca37:0x9eca6d3b5426d949!8m2!3d25.7887509!4d87.5342747!16s%2Fg%2F11ytb020qf!19sChIJN8r3Ej_57zkRSdkmVDttyp4?authuser=0&hl=en&rclk=1
Ms international cyber cafe all solution,Purnia,5.0,,+91 87663 28399,,https://www.mscybercafeall.in/,"Comrate mujaffar, ahmad nagar husaini masjid millat chowk, Chhoti Masjid Rd, Ashiyana Colony, Line Bazar, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Ms+international+cyber+cafe+all+solution/data=!4m7!3m6!1s0x39eff9c5a1b150d5:0x43f568cc55fc4864!8m2!3d25.779619!4d87.4916052!16s%2Fg%2F11x2ylgyvk!19sChIJ1VCxocX57zkRZEj8Vcxo9UM?authuser=0&hl=en&rclk=1
Harsh Cyber Cafe,Purnia,5.0,,+91 74797 79809,,https://harshcybercafe.com/,"Rangbhumi Chowk, opposite Hotel Ranjana Palace, Pratap Nagar, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Harsh+Cyber+Cafe/data=!4m7!3m6!1s0x39eff9969af01a93:0xf120d438089ab436!8m2!3d25.7862662!4d87.4711412!16s%2Fg%2F11w3rvl77n!19sChIJkxrwmpb57zkRNrSaCDjUIPE?authuser=0&hl=en&rclk=1
SOLUTION POINT,Purnia,3.5,,+91 98529 27196,,Not Available,"01, Gulabbagh City Road, Purnea, Gulabbagh, Bihar 854326, India",https://www.google.com/maps/place/SOLUTION+POINT/data=!4m7!3m6!1s0x39eff87b2a8d5e2d:0x9a0e062519995626!8m2!3d25.7940064!4d87.5290991!16s%2Fg%2F11cndbkw1b!19sChIJLV6NKnv47zkRJlaZGSUGDpo?authuser=0&hl=en&rclk=1
Cyber Center,Purnia,4.0,,+91 91223 07822,,Not Available,"Khushkibagh Hatt Road, Purnia, Bihar 854305, India",https://www.google.com/maps/place/Cyber+Center/data=!4m7!3m6!1s0x39eff85e3ffcc21b:0xedf1e0855bd8e4ae!8m2!3d25.7881961!4d87.5185285!16s%2Fg%2F11gd1wtsnv!19sChIJG8L8P1747zkRruTYW4Xg8e0?authuser=0&hl=en&rclk=1
Komal Cyber Cafe,Purnia,4.7,,+91 70705 69397,,http://komalcybercafe.in/,"Mohan Lal Bajaj Girls High School, Road, Gulabbagh, Bihar 854326, India",https://www.google.com/maps/place/Komal+Cyber+Cafe/data=!4m7!3m6!1s0x39e557d500000007:0xcbb2e7a57de108ab!8m2!3d25.788076!4d87.5320825!16s%2Fg%2F11gg677szs!19sChIJBwAAANVX5TkRqwjhfaXnsss?authuser=0&hl=en&rclk=1
J K TRADERS,Purnia,4.8,,Not Available,,Not Available,"854301, Unnamed Road, Bhatta Durga Bari, Navratan Hatta, Purnia, Bihar 854301, India",https://www.google.com/maps/place/J+K+TRADERS/data=!4m7!3m6!1s0x39eff96df8a39231:0x7a46ff0c98ca9b35!8m2!3d25.7711945!4d87.475536!16s%2Fg%2F11g8fknmw9!19sChIJMZKj-G357zkRNZvKmAz_Rno?authuser=0&hl=en&rclk=1
CYBER WORLD,Purnia,5.0,,Not Available,,Not Available,"KHUSHKIBAGH STATION ROAD, near Purnia - Siliguri Road, Purnia, Bihar 854305, India",https://www.google.com/maps/place/CYBER+WORLD/data=!4m7!3m6!1s0x39eff965a6b91f75:0x2ffb67fadbc726ef!8m2!3d25.7884117!4d87.518529!16s%2Fg%2F11mcrssjl1!19sChIJdR-5pmX57zkR7ybH2_pn-y8?authuser=0&hl=en&rclk=1
Aditya CSC & Services,Purnia,4.9,,+91 90062 27296,,Not Available,"near Polytechnic Chowk, Ram Nagar, Purnia, Bihar 854303, India",https://www.google.com/maps/place/Aditya+CSC+%26+Services/data=!4m7!3m6!1s0x39eff9a71ba15bb9:0xe3d65b6eb49ff0cb!8m2!3d25.7602102!4d87.469349!16s%2Fg%2F11rwl42h7j!19sChIJuVuhG6f57zkRy_CftG5b1uM?authuser=0&hl=en&rclk=1
Ujjawal Cafe,Purnia,,,+91 86302 18133,,Not Available,"Mandir, Doner chowk, Bhoothnath Rd, Prabhat Colony, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Ujjawal+Cafe/data=!4m7!3m6!1s0x39eff98b338377e3:0x525663c888274255!8m2!3d25.7868198!4d87.4852752!16s%2Fg%2F11yn_8z09g!19sChIJ43eDM4v57zkRVUIniMhjVlI?authuser=0&hl=en&rclk=1
Fatima Digital Seva,Purnia,5.0,,+91 99106 88654,,Not Available,"Fatima Degital Seva Rahman Chowk, Chhoti Masjid Rd, Khazanchi Haat, Line Bazar, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Fatima+Digital+Seva/data=!4m7!3m6!1s0x39eff99db8893ce7:0xddd20858463aa926!8m2!3d25.7807882!4d87.4917056!16s%2Fg%2F11sq3j2rhs!19sChIJ5zyJuJ357zkRJqk6RlgI0t0?authuser=0&hl=en&rclk=1
Ajeet Internet Cafe or CSC,Purnia,,,Not Available,,Not Available,"Mehta Tola, Madhubani, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Ajeet+Internet+Cafe+or+CSC/data=!4m7!3m6!1s0x39effb52bf358d7f:0x6f2e38428fcd18b9!8m2!3d25.7899381!4d87.4566146!16s%2Fg%2F11spqcsvsm!19sChIJf401v1L77zkRuRjNj0I4Lm8?authuser=0&hl=en&rclk=1
Abhi Cafe,Purnia,5.0,,+91 85780 14131,,https://abhionlineupdate.in/,"Shop No 04 Ward 45, Chowk, Rangbhumi Rd, near Book Shop, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Abhi+Cafe/data=!4m7!3m6!1s0x39eff9d635617825:0x3a0cb77717d3a068!8m2!3d25.7854433!4d87.4707586!16s%2Fg%2F11jzv6p1b_!19sChIJJXhhNdb57zkRaKDTF3e3DDo?authuser=0&hl=en&rclk=1
Purnea Net Cafe 2.0,Purnia,,,+91 95700 00276,,Not Available,"Sarna Chowk, Road, Bibiganj, Purnia, Bihar 854304, India",https://www.google.com/maps/place/Purnea+Net+Cafe+2.0/data=!4m7!3m6!1s0x39eff9b454d7d8a9:0x7bb2142b76361f81!8m2!3d25.7992371!4d87.4910705!16s%2Fg%2F11yfwfq_l6!19sChIJqdjXVLT57zkRgR82disUsns?authuser=0&hl=en&rclk=1
REFRESH DIGITAL POINT,Purnia,5.0,,+91 82877 18828,,Not Available,"near Millia Convent English School, Defence Colony, Rambagh, Purnia, Bihar 854301, India",https://www.google.com/maps/place/REFRESH+DIGITAL+POINT/data=!4m7!3m6!1s0x39eff9d038ed8de1:0x3bdbb99969956292!8m2!3d25.7908301!4d87.4965204!16s%2Fg%2F11h__h__k4!19sChIJ4Y3tOND57zkRkmKVaZm52zs?authuser=0&hl=en&rclk=1
Jai Mala Cyber Cafe,Purnia,5.0,,+91 97982 80881,,Not Available,"Katihar More, Khuskibagh, Purnia, Bihar 854305, India",https://www.google.com/maps/place/Jai+Mala+Cyber+Cafe/data=!4m7!3m6!1s0x39eff95cb6190809:0x93e1e49773648d31!8m2!3d25.7845167!4d87.5149126!16s%2Fg%2F11sx21zwtl!19sChIJCQgZtlz57zkRMY1kc5fk4ZM?authuser=0&hl=en&rclk=1
SHS On-line & Variety Centre,Purnia,5.0,,Not Available,,Not Available,"Balaji Complex, Chunapur Rd, Purnia, Bihar 854303, India",https://www.google.com/maps/place/SHS+On-line+%26+Variety+Centre/data=!4m7!3m6!1s0x39effb004d7c1d31:0x8a9b1fc2030e3726!8m2!3d25.7709439!4d87.4461517!16s%2Fg%2F11ywrkwmwz!19sChIJMR18TQD77zkRJjcOA8Ifm4o?authuser=0&hl=en&rclk=1
Alifa Online Centre,Purnia,5.0,,Not Available,,Not Available,"1356, Khuskibagh, Purnia, Bihar 854305, India",https://www.google.com/maps/place/Alifa+Online+Centre/data=!4m7!3m6!1s0x39eff90006669bbf:0xe5595507d5c844a5!8m2!3d25.7814198!4d87.5168772!16s%2Fg%2F11mm84pmt0!19sChIJv5tmBgD57zkRpUTI1QdVWeU?authuser=0&hl=en&rclk=1
Purnea Jan Seva Kendra,Purnia,5.0,,Not Available,,Not Available,"Rajni Chowk, Road, near Urdu middle school, opposite Ryan Public School, Navratan Hatta, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Purnea+Jan+Seva+Kendra/data=!4m7!3m6!1s0x39eff90001bea62f:0x881687b8749584e8!8m2!3d25.7731493!4d87.4832973!16s%2Fg%2F11x63c5b9h!19sChIJL6a-AQD57zkR6ISVdLiHFog?authuser=0&hl=en&rclk=1
Ratan Cafe,Purnia,,,Not Available,,Not Available,"Rambagh, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Ratan+Cafe/data=!4m7!3m6!1s0x39eff994dc05a0a9:0xda709c895fd61184!8m2!3d25.7907444!4d87.4964217!16s%2Fg%2F11lrv1pgxv!19sChIJqaAF3JT57zkRhBHWX4mccNo?authuser=0&hl=en&rclk=1
ISHA Multi Store & Gst Suvidha Cyber Kendra,Purnia,5.0,,Not Available,,Not Available,"QFQM+5QH, Prabhat Colony, Purnia, Bihar 854301, India",https://www.google.com/maps/place/ISHA+Multi+Store+%26+Gst+Suvidha+Cyber+Kendra/data=!4m7!3m6!1s0x39eff900011247bd:0xb88e2fe095c0e0c7!8m2!3d25.7879408!4d87.4844787!16s%2Fg%2F11x02m8rgf!19sChIJvUcSAQD57zkRx-DAleAvjrg?authuser=0&hl=en&rclk=1
A K CYBER CAFE,Purnia,5.0,,+91 93048 19211,,https://www.youtube.com/c/ABHISHEKKUMARR,"06 Basant bihar, Bihar 854303, India",https://www.google.com/maps/place/A+K+CYBER+CAFE/data=!4m7!3m6!1s0x39eff9c8affc5b93:0x2ac1ba73c77b03d2!8m2!3d25.755415!4d87.48747!16s%2Fg%2F11s0t5m_mn!19sChIJk1v8r8j57zkR0gN7x3O6wSo?authuser=0&hl=en&rclk=1
Hbkd Online Cyber Cafe,Purnia,5.0,,+91 70614 96588,,Not Available,"Lalganj Rd, Purnia, Bihar 854303, India",https://www.google.com/maps/place/Hbkd+Online+Cyber+Cafe/data=!4m7!3m6!1s0x39eff90d4b35f5f7:0x798c3f0ff6e685d0!8m2!3d25.7476029!4d87.4862166!16s%2Fg%2F11x911yzps!19sChIJ9_U1Sw357zkR0IXm9g8_jHk?authuser=0&hl=en&rclk=1
Utkarsh Communication,Purnia,5.0,,+91 97097 05955,,Not Available,"Mbi Office, Mariam Nagar, Purnia, Bihar 854301, India",https://www.google.com/maps/place/Utkarsh+Communication/data=!4m7!3m6!1s0x39eff9c8231278a9:0x88dc3ee881312a0b!8m2!3d25.771019!4d87.4682633!16s%2Fg%2F11fk2qzqgl!19sChIJqXgSI8j57zkRCyoxgeg-3Ig?authuser=0&hl=en&rclk=1
Guddu Net Point,Darbhanga,4.4,,+91 95344 44141,,Not Available,"JP Chowk, Laxmi Sagar Colony, Darbhanga, Bihar 846009, India",https://www.google.com/maps/place/Guddu+Net+Point/data=!4m7!3m6!1s0x39edb83e38ea7b39:0x3e2f6a53e9d8fb8!8m2!3d26.1531622!4d85.909024!16s%2Fg%2F11fmwh43lg!19sChIJOXvqOD647TkRuI-dPqX24gM?authuser=0&hl=en&rclk=1
NET PALACE,Darbhanga,4.3,,+91 88737 90275,,Not Available,"BK Rd, Gudri Bazar, Mogalpura, Laheriasarai, Darbhanga, Bihar 846001, India",https://www.google.com/maps/place/NET+PALACE/data=!4m7!3m6!1s0x39edb8fa221ff359:0xebf23c9b100d6e76!8m2!3d26.1190611!4d85.8982158!16s%2Fg%2F11c6y__ryl!19sChIJWfMfIvq47TkRdm4NEJs88us?authuser=0&hl=en&rclk=1
Krishna Cyber Café,Darbhanga,4.7,,+91 93865 83880,,Not Available,"4VPW+4RH, Rahamganj Chowk, opp. Ram Janki Mandir, Darbhanga, Bihar 846001, India",https://www.google.com/maps/place/Krishna+Cyber+Caf%C3%A9/data=!4m7!3m6!1s0x39edb851b564c70f:0x16c0d34a72188d97!8m2!3d26.1353233!4d85.8971094!16s%2Fg%2F11ggw808rc!19sChIJD8dktVG47TkRl40YckrTwBY?authuser=0&hl=en&rclk=1
S S CYBER WORLD DARBHANGA,Darbhanga,3.9,,+91 91226 92628,,Not Available,"4VWX+88H, SH 56, Bhathiarisarai, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/S+S+CYBER+WORLD+DARBHANGA/data=!4m7!3m6!1s0x39edb84888ebdc0f:0x8b47d4f9d799ae51!8m2!3d26.1458028!4d85.8983666!16s%2Fg%2F11cn110sl2!19sChIJD9zriEi47TkRUa6Z1_nUR4s?authuser=0&hl=en&rclk=1
Pandit Cyber Cafe,Darbhanga,4.2,,+91 75494 11502,,Not Available,"MADARPUR NEAR PRE PRIMARY HOLY CROSS SCHOOL, Darbhanga, Bihar 846004, India",https://www.google.com/maps/place/Pandit+Cyber+Cafe/data=!4m7!3m6!1s0x39edb845ac569669:0xd91f63402382101d!8m2!3d26.1407216!4d85.9017092!16s%2Fg%2F11bw51xnxy!19sChIJaZZWrEW47TkRHRCCI0BjH9k?authuser=0&hl=en&rclk=1
Haque Cyber Cafe.,Darbhanga,,,+91 97718 92007,,Not Available,"4VWR+GRH, Bhagat Singh Chowk Road, Quilaghat, Mirzapur, Darbhanga, Chataria, Bihar 846004, India",https://www.google.com/maps/place/Haque+Cyber+Cafe./data=!4m7!3m6!1s0x39edb84af7f7bcf1:0x60f53553970a3a74!8m2!3d26.1463189!4d85.892115!16s%2Fg%2F11fyls7gv9!19sChIJ8bz390q47TkRdDoKl1M19WA?authuser=0&hl=en&rclk=1
