Business Name,City,Rating,Reviews Count,Phone Number,Email,Website,Full Address,Google Maps Link
AMIT INTERNET SEVA,Saharsa,4.9,,Not Available,,Not Available,"Gangjala Ward no.-11, Gautam Nagar, Maharana Pratap Chowk, Rajwanshi Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/AMIT+INTERNET+SEVA/data=!4m7!3m6!1s0x39ee3dd9bf5d47e3:0xa790d37615932a02!8m2!3d25.8929424!4d86.5983803!16s%2Fg%2F11rshf4_6_!19sChIJ40ddv9k97jkRAiqTFXbTkKc?authuser=0&hl=en&rclk=1
Koshi Cyber City,Saharsa,,,Not Available,,https://koshicybercity.com/,"Aadarsh Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Koshi+Cyber+City/data=!4m7!3m6!1s0x39ee3d000c962a79:0x1b31ae9517ea19fe!8m2!3d25.884313!4d86.6119058!16s%2Fg%2F11mzzb_qh7!19sChIJeSqWDAA97jkR_hnqF5WuMRs?authuser=0&hl=en&rclk=1
MAA GAYATRI INTERNET CAFE,Saharsa,4.0,,+91 91225 00779,,Not Available,"HANUMAN CHOWK, near SWARAJ Hospital, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/MAA+GAYATRI+INTERNET+CAFE/data=!4m7!3m6!1s0x39ee3dc184305fe5:0x289759d08480f51e!8m2!3d25.8875471!4d86.6063689!16s%2Fg%2F11j3xd3y6j!19sChIJ5V8whME97jkRHvWAhNBZlyg?authuser=0&hl=en&rclk=1
AnanD Cyber Cafe Bhavtiya,Saharsa,4.9,,+91 72820 01573,,https://whatsapp.com/channel/0029VadFuNU5EjxurYVnXB0Q,"Near SBI ATM & Uttar Bihar Gramin Bank Bhavtiya, Suhath, Saur Bazar, Saharsa, Bihar 852221, India",https://www.google.com/maps/place/AnanD+Cyber+Cafe+Bhavtiya/data=!4m7!3m6!1s0x39ee25ac25468889:0xa7149aa0a5427eeb!8m2!3d25.7731951!4d86.6859718!16s%2Fg%2F11j7f_jwgb!19sChIJiYhGJawl7jkR635CpaCaFKc?authuser=0&hl=en&rclk=1
Samrat cyber cafe,Saharsa,4.0,,+91 90609 04794,,Not Available,"Polytechnic Rd, Ward Number 34, Aadarsh Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Samrat+cyber+cafe/data=!4m7!3m6!1s0x39ee3dcf80df5b5f:0x67141be0721f2bdf!8m2!3d25.8846581!4d86.610213!16s%2Fg%2F11rx3srh1h!19sChIJX1vfgM897jkR3ysfcuAbFGc?authuser=0&hl=en&rclk=1
K Aryan Internet Cafe OR Studio,Saharsa,5.0,,+91 80026 83927,,https://youtube.com/channel/UCknnRCkpnvPdiCQ_s3EL_Bg,"Ward No-10, Veer Kunwar Singh Rd, Chowk, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/K+Aryan+Internet+Cafe+OR+Studio/data=!4m7!3m6!1s0x39ee3db6ce2e6d13:0xf8edbaa17bf1b461!8m2!3d25.8839891!4d86.5908376!16s%2Fg%2F11tg3_czzj!19sChIJE20uzrY97jkRYbTxe6G67fg?authuser=0&hl=en&rclk=1
AGNI INTERNET SEVA,Saharsa,5.0,,Not Available,,Not Available,"BHAGAT MARKET, GALI, DB Rd, near AGNI PUSTAK, Naya Bazar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/AGNI+INTERNET+SEVA/data=!4m7!3m6!1s0x39ee3de39ea25627:0xf204f5e3122d8354!8m2!3d25.8779403!4d86.5922561!16s%2Fg%2F11hyl3nq2g!19sChIJJ1ainuM97jkRVIMtEuP1BPI?authuser=0&hl=en&rclk=1
DATA CENTER,Saharsa,4.2,,Not Available,,Not Available,"VHJM+H9C, New Colony Rd, Naya Bazar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/DATA+CENTER/data=!4m7!3m6!1s0x39ee3df6fa36c26f:0x24250656d1930178!8m2!3d25.8814052!4d86.5833998!16s%2Fg%2F11f7r6tm__!19sChIJb8I2-vY97jkReAGT0VYGJSQ?authuser=0&hl=en&rclk=1
Ahan Cyber Cafe,Saharsa,5.0,,+91 99399 91031,,Not Available,"Shop No 01, RM College Rd, Tiwari Tola, Campus, Hatiya Gachhi, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/Ahan+Cyber+Cafe/data=!4m7!3m6!1s0x39ee3dcb6e1cd6f1:0xd5d908b28574801a!8m2!3d25.8785025!4d86.6110348!16s%2Fg%2F11mcb9n4q6!19sChIJ8dYcbss97jkRGoB0hbII2dU?authuser=0&hl=en&rclk=1
SUMIT INTERNET CAFE,Saharsa,3.7,,+91 70046 29780,,Not Available,"W Railway Colony Rd, Bhartiya Nagar, Krishna Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/SUMIT+INTERNET+CAFE/data=!4m7!3m6!1s0x39ee3d9afa4ab901:0xc5d3a17dcfc1fd43!8m2!3d25.869118!4d86.5925888!16s%2Fg%2F11c2l_rvv2!19sChIJAblK-po97jkRQ_3Bz32h08U?authuser=0&hl=en&rclk=1
GURU JI ONLINE CENTER,Saharsa,5.0,,+91 88265 78660,,Not Available,"Bariyahi Bazar Bariyahi Bazar, Opposite Side Homeguard Office, Saharsa, Bihar-852201, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/GURU+JI+ONLINE+CENTER/data=!4m7!3m6!1s0x39ee17d4a8dd2143:0x1eb04d98bdf4488a!8m2!3d25.8640415!4d86.5350015!16s%2Fg%2F11yzsttmgd!19sChIJQyHdqNQX7jkRikj0vZhNsB4?authuser=0&hl=en&rclk=1
DIGITAL INDIA ONLINE,Saharsa,5.0,,Not Available,,Not Available,"INFRONT OF ASHOK CINEMA HALL, Gandhi Path, Naya Bazar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/DIGITAL+INDIA+ONLINE/data=!4m7!3m6!1s0x39ee3d00604cbc8f:0x47d4b425dab28ed7!8m2!3d25.8770092!4d86.5899738!16s%2Fg%2F11z1rnclzc!19sChIJj7xMYAA97jkR146y2iW01Ec?authuser=0&hl=en&rclk=1
UIDAI,Saharsa,4.2,,Not Available,,Not Available,"Tiwari Tola ward no 31, 31, Saharsa Basti Ward Number 31, Hatiya Gachhi, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/UIDAI/data=!4m7!3m6!1s0x39ee3dba09262f4d:0x850cf5964c3fda!8m2!3d25.8768631!4d86.6104317!16s%2Fg%2F11byyf88wc!19sChIJTS8mCbo97jkR2j9MlvUMhQA?authuser=0&hl=en&rclk=1
Vidhyarthi internet seva,Saharsa,5.0,,Not Available,,Not Available,"VHPC+8QH, Bengha Rd, Naya Bazar, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/Vidhyarthi+internet+seva/data=!4m7!3m6!1s0x39ee171774ebf0f3:0xc67a8977b34b5753!8m2!3d25.8858218!4d86.5719897!16s%2Fg%2F11l5sgms59!19sChIJ8_DrdBcX7jkRU1dLs3eJesY?authuser=0&hl=en&rclk=1
Riyaz internet Cafe,Saharsa,5.0,,Not Available,,Not Available,"VJP3+QFH, Rajwanshi Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Riyaz+internet+Cafe/data=!4m7!3m6!1s0x39ee3d56b03d63f9:0xe0a010a6e9755ef9!8m2!3d25.8869437!4d86.6037279!16s%2Fg%2F11qg93v2yc!19sChIJ-WM9sFY97jkR-V516aYQoOA?authuser=0&hl=en&rclk=1
B-FIBER BROADBAND SAHARSA BIHAR,Saharsa,4.8,,+91 91355 54000,,https://bfiber.in/,"Gupta Complex, Gandhi Path, Naya Bazar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/B-FIBER+BROADBAND+SAHARSA+BIHAR/data=!4m7!3m6!1s0x39ee3d85cfc81e25:0x38243593ccf9c02b!8m2!3d25.8820625!4d86.590143!16s%2Fg%2F11np2prb_d!19sChIJJR7Iz4U97jkRK8D5zJM1JDg?authuser=0&hl=en&rclk=1
Shubham Internet Cafe 🌐,Saharsa,5.0,,Not Available,,Not Available,"Near High School Field Baijnathpur Ward No-6 Araria RS, Bihar, India",https://www.google.com/maps/place/Shubham+Internet+Cafe+%F0%9F%8C%90/data=!4m7!3m6!1s0x39ee3d003ff53683:0xb50ed19d0bd9538a!8m2!3d25.8895686!4d86.645938!16s%2Fg%2F11n3c120yx!19sChIJgzb1PwA97jkRilPZC53RDrU?authuser=0&hl=en&rclk=1
Pankaj Online Center CSC ( COMMON SERVICE CENTER,Saharsa,4.9,,Not Available,,Not Available,"Aran, Saharsa, Bihar 852124, India",https://www.google.com/maps/place/Pankaj+Online+Center+CSC+%28+COMMON+SERVICE+CENTER/data=!4m7!3m6!1s0x39ee3f0330abf403:0x67b2dcaf5d1f49ac!8m2!3d25.9241323!4d86.6137376!16s%2Fg%2F11w3nlqwtv!19sChIJA_SrMAM_7jkRrEkfXa_csmc?authuser=0&hl=en&rclk=1
L&R Online Shop,Saharsa,5.0,,Not Available,,Not Available,"Hakpara, Ward No 05, Choughara Road, Hakpara, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/L%26R+Online+Shop/data=!4m7!3m6!1s0x39ee3d04e6e68521:0x2125e3e5f25415c0!8m2!3d25.904701!4d86.5991053!16s%2Fg%2F11mz9dwvkn!19sChIJIYXm5gQ97jkRwBVU8uXjJSE?authuser=0&hl=en&rclk=1
GuRu Internet Seva,Saharsa,,,Not Available,,Not Available,"Rupnagr ward no 40, Samda Rd, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/GuRu+Internet+Seva/data=!4m7!3m6!1s0x39ee3db1662557b1:0xe7dd72a4d587d0df!8m2!3d25.8606711!4d86.6240826!16s%2Fg%2F11h6d7m1n3!19sChIJsVclZrE97jkR39CH1aRy3ec?authuser=0&hl=en&rclk=1
Apna Internet cafe,Saharsa,,,Not Available,,Not Available,"Sitaram chowk, new, Bypass Rd, Sant Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Apna+Internet+cafe/data=!4m7!3m6!1s0x39ee3d540449a87d:0x584445ffecec82e6!8m2!3d25.8673566!4d86.6041188!16s%2Fg%2F11mzpd58qf!19sChIJfahJBFQ97jkR5oLs7P9FRFg?authuser=0&hl=en&rclk=1
Nandan Digital Seva Dhamsaini,Saharsa,3.4,,Not Available,,Not Available,"RJX6+VWV, Sulindabad, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/Nandan+Digital+Seva+Dhamsaini/data=!4m7!3m6!1s0x39ee3d053de26e07:0xc6c38698991b59af!8m2!3d25.8497382!4d86.6122889!16s%2Fg%2F11f403n06p!19sChIJB27iPQU97jkRr1kbmZiGw8Y?authuser=0&hl=en&rclk=1
NS ENTERPRISE,Saharsa,4.5,,+91 99059 30402,,http://www.nsprinting.in/,"36, Batraha Rd, Ward Number 27, Batraha, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/NS+ENTERPRISE/data=!4m7!3m6!1s0x39ee3d3f41ae844d:0x15c6fc06bc912d37!8m2!3d25.8687154!4d86.5895139!16s%2Fg%2F11q42wmw3x!19sChIJTYSuQT897jkRNy2RvAb8xhU?authuser=0&hl=en&rclk=1
MUSKAN INTERNET XEROX,Saharsa,1.0,,Not Available,,Not Available,"FRONT OF HEAD POST OFFICE, VEER KUWAR SINGH CHOWK, Police Line, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/MUSKAN+INTERNET+XEROX/data=!4m7!3m6!1s0x39ee3d1c7935bd0f:0x70e9f25caab2a08c!8m2!3d25.8837082!4d86.5913039!16s%2Fg%2F11fq5fwcqq!19sChIJD701eRw97jkRjKCyqlzy6XA?authuser=0&hl=en&rclk=1
SN ONLINE CAFE,Saharsa,,,Not Available,,https://www.nsprinting.in/,"Kahra Block Rd, near Pragti Classes, Shardha Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/SN+ONLINE+CAFE/data=!4m7!3m6!1s0x39ee17028a313353:0xcaf6c0d607461a12!8m2!3d25.8708553!4d86.5837829!16s%2Fg%2F11n585y5vk!19sChIJUzMxigIX7jkREhpGB9bA9so?authuser=0&hl=en&rclk=1
S2 Cyber Cafe,Saharsa,5.0,,+91 82926 63745,,Not Available,"Shop No 12 Ward, Saharsa, 05, Main Rd, Simribaktiyarpur, Bihar 852127, India",https://www.google.com/maps/place/S2+Cyber+Cafe/data=!4m7!3m6!1s0x39ee23a16bc8d451:0xcf34a61b5babb271!8m2!3d25.7221871!4d86.5908592!16s%2Fg%2F11vs0x1hg2!19sChIJUdTIa6Ej7jkRcbKrWxumNM8?authuser=0&hl=en&rclk=1
PRITAM ONLINE SEVA ( CSC - वसुधा केन्द्र),Saharsa,,,+91 99558 30411,,Not Available,"opp. MOHAN SAH MIDDLE SCHOOL, Bariyahi Bazar, Saharsa, Bariyahi, Bihar 852212, India",https://www.google.com/maps/place/PRITAM+ONLINE+SEVA+%28+CSC+-+%E0%A4%B5%E0%A4%B8%E0%A5%81%E0%A4%A7%E0%A4%BE+%E0%A4%95%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%B0%29/data=!4m7!3m6!1s0x39ee17ed87f87513:0xac93769aef5ec3c2!8m2!3d25.8646108!4d86.5376926!16s%2Fg%2F11nms7vc9b!19sChIJE3X4h-0X7jkRwsNe75p2k6w?authuser=0&hl=en&rclk=1
Gyani Common service centre,Saharsa,5.0,,+91 82960 13170,,Not Available,"QRGF+MF8, Saharsa, Bihar 852217, India",https://www.google.com/maps/place/Gyani+Common+service+centre/data=!4m7!3m6!1s0x39ee2d007f7f3289:0xa6ef6ef950806a4!8m2!3d25.7766585!4d86.8237013!16s%2Fg%2F11vwr0j3vc!19sChIJiTJ_fwAt7jkRpAYIle_2bgo?authuser=0&hl=en&rclk=1
Ayub InterNet Cafe,Saharsa,3.5,41.0,+91 86517 68090,,Not Available,"At Lakshminiya Ward No 02 Post Dhanchhoha P/S Saur Bazar Dist Saharsa Pin Code 852121, SAHARSA, Bihar 852121, India",https://www.google.com/maps/place/Ayub+InterNet+Cafe/data=!4m7!3m6!1s0x39ee3b4021974f71:0x6d86a22dc5496225!8m2!3d25.881014!4d86.6959852!16s%2Fg%2F11w1x0ymct!19sChIJcU-XIUA77jkRJWJJxS2ihm0?authuser=0&hl=en&rclk=1
Harsh Internet Cafe And Sringar,Saharsa,5.0,,Not Available,,Not Available,"VHQH+VXP, Naya Bazar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Harsh+Internet+Cafe+And+Sringar/data=!4m7!3m6!1s0x39ee3df65b3d4b35:0xb381ba8907a6bd86!8m2!3d25.8897029!4d86.5799394!16s%2Fg%2F11hbl0qzpm!19sChIJNUs9W_Y97jkRhr2mB4m6gbM?authuser=0&hl=en&rclk=1
Manoj flower decoration tiri & cyber cafe,Saharsa,4.3,,Not Available,,Not Available,"Saharsa, Tiri, Bihar 852221, India",https://www.google.com/maps/place/Manoj+flower+decoration+tiri+%26+cyber+cafe/data=!4m7!3m6!1s0x39ee3b3f9f61d69b:0x3500acf3811fca37!8m2!3d25.8818645!4d86.6760108!16s%2Fg%2F11rchtr7sf!19sChIJm9Zhnz877jkRN8ofgfOsADU?authuser=0&hl=en&rclk=1
Kanhaiya Digital Seva saharsa,Saharsa,4.7,,+91 72092 39820,,Not Available,"Mahavir Chowk, Bangowan Road, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/Kanhaiya+Digital+Seva+saharsa/data=!4m7!3m6!1s0x39ee3d91d248cfdf:0x4e91abb59abf7bd1!8m2!3d25.8904886!4d86.6157101!16s%2Fg%2F11dynvmvk6!19sChIJ389I0pE97jkR0Xu_mrWrkU4?authuser=0&hl=en&rclk=1
The Cyber Cafe,Saharsa,,,Not Available,,Not Available,"ward no, Meer Tola Chowk, 38, Bangaon Rd, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/The+Cyber+Cafe/data=!4m7!3m6!1s0x39ee3d716740efdf:0x7a7e381d61b47189!8m2!3d25.8750704!4d86.5872638!16s%2Fg%2F11z1_tlm15!19sChIJ3-9AZ3E97jkRiXG0YR04fno?authuser=0&hl=en&rclk=1
"Tiri, ps- Sourbazar Saharsa, Bihar",Saharsa,4.4,,Not Available,,Not Available,"Tiri, ps, Saur Bazar, Saharsa, Bihar 852221, India","https://www.google.com/maps/place/Tiri,+ps-+Sourbazar+Saharsa,+Bihar/data=!4m7!3m6!1s0x39ee3bbb5b4b7c5d:0xa45a46f6c2f03bec!8m2!3d25.8298571!4d86.6735579!16s%2Fg%2F11p4c57fjl!19sChIJXXxLW7s77jkR7DvwwvZGWqQ?authuser=0&hl=en&rclk=1"
Amit Internet Cafe,Saharsa,,,Not Available,,Not Available,"Kachahri Dhala, Police Line, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/Amit+Internet+Cafe/data=!4m7!3m6!1s0x39ee3dc50f58c8d5:0x8d2755388c0f0eae!8m2!3d25.8967481!4d86.5936204!16s%2Fg%2F11ypghj0s1!19sChIJ1chYD8U97jkRrg4PjDhVJ40?authuser=0&hl=en&rclk=1
KUBER TELECOME & ONLINE CENTER,Saharsa,,,Not Available,,Not Available,"Ranginiya Ward no-14 NH-107 Simri Bakhtiyarpur, Saharsa, Bihar 852127, India",https://www.google.com/maps/place/KUBER+TELECOME+%26+ONLINE+CENTER/data=!4m7!3m6!1s0x39ee231b25eadda9:0xe85fbe6e70339ff5!8m2!3d25.7266206!4d86.6097815!16s%2Fg%2F11tdcj84pl!19sChIJqd3qJRsj7jkR9Z8zcG6-X-g?authuser=0&hl=en&rclk=1
Masomat pokhar ward no 7 saharsa,Saharsa,3.7,,Not Available,,Not Available,"VHFQ+WJW, Bangaon Rd, Ward Number 22, Krishna Nagar, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Masomat+pokhar+ward+no+7+saharsa/data=!4m7!3m6!1s0x39ee3d21605088d1:0xe48c14c07ef845bd!8m2!3d25.8748698!4d86.5890775!16s%2Fg%2F11t79dmq9k!19sChIJ0YhQYCE97jkRvUX4fsAUjOQ?authuser=0&hl=en&rclk=1
DIGITAL INDIA (All in one) डिजिटल इंडिया (ऑल इन वन),Saharsa,4.0,,+91 90066 63671,,Not Available,"Ward no - 40, 41, Uchhahi Nagar, Bangoaw road, Refugee Colony, Shardha Nagar, Kahra, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/DIGITAL+INDIA+%28All+in+one%29+%E0%A4%A1%E0%A4%BF%E0%A4%9C%E0%A4%BF%E0%A4%9F%E0%A4%B2+%E0%A4%87%E0%A4%82%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE+%28%E0%A4%91%E0%A4%B2+%E0%A4%87%E0%A4%A8+%E0%A4%B5%E0%A4%A8%29/data=!4m7!3m6!1s0x39ee17db8abcad77:0x78069a23a3bdf50!8m2!3d25.8734108!4d86.5808514!16s%2Fg%2F11j20np0tf!19sChIJd628itsX7jkRUN87OqJpgAc?authuser=0&hl=en&rclk=1
Sonu Cyber Cafe,Saharsa,5.0,3.0,Not Available,,Not Available,"Ward No-06, Saraswati Nagar, Chowk, Saharsa-Agwanpur-Bihra Rd, near Khantar, Police Line, Saharsa, Bihar 852202, India",https://www.google.com/maps/place/Sonu+Cyber+Cafe/data=!4m7!3m6!1s0x39ee3d36b277e963:0xc39c491340356b7a!8m2!3d25.9002098!4d86.5822263!16s%2Fg%2F11l73g91j2!19sChIJY-l3sjY97jkRems1QBNJnMM?authuser=0&hl=en&rclk=1
"Sisai,saharsa bihar",Saharsa,,,Not Available,,Not Available,"WHC8+XWM, Agvanpur College Rd, Sisai, Sihoul, Bihar 852202, India","https://www.google.com/maps/place/Sisai,saharsa+bihar/data=!4m7!3m6!1s0x39ee150018bfa01f:0x81cdca597ab75806!8m2!3d25.9224608!4d86.5673009!16s%2Fg%2F11xkhk95f4!19sChIJH6C_GAAV7jkRBli3elnKzYE?authuser=0&hl=en&rclk=1"
Musharniya hanuman mandir,Saharsa,4.3,,Not Available,,Not Available,"WMC6+CCR, Saharsa, Bihar 852221, India",https://www.google.com/maps/place/Musharniya+hanuman+mandir/data=!4m7!3m6!1s0x39ee3faa2336f991:0x2b26d36ae269c04b!8m2!3d25.9211069!4d86.6610109!16s%2Fg%2F11k6p7stlk!19sChIJkfk2I6o_7jkRS8Bp4mrTJis?authuser=0&hl=en&rclk=1
Raja Online Centre,Saharsa,2.5,,Not Available,,Not Available,"Marufganj Road, near Ayush Computers Po, Ps, Batraha, Saharsa, Bihar 852201, India",https://www.google.com/maps/place/Raja+Online+Centre/data=!4m7!3m6!1s0x39ee3d006bfa53c3:0x31908339ac796979!8m2!3d25.8734705!4d86.5920779!16s%2Fg%2F11y3_d904x!19sChIJw1P6awA97jkReWl5rDmDkDE?authuser=0&hl=en&rclk=1
C S P Kendra,Saharsa,5.0,,+91 77630 40508,,Not Available,"Thana Chowk Thana Chowk, Saharsa, Bihar 852113, India",https://www.google.com/maps/place/C+S+P+Kendra/data=!4m7!3m6!1s0x39ee370ffab7052f:0xe97ad8a2afce90b1!8m2!3d25.9204327!4d86.791757!16s%2Fg%2F11sd27plmc!19sChIJLwW3-g837jkRsZDOr6LYeuk?authuser=0&hl=en&rclk=1
Pyush Digital Seva Kanchanpur Kachra Sourbazar Saharsa,Saharsa,4.0,,Not Available,,Not Available,"QMRX+R54, Bihar 852221, India",https://www.google.com/maps/place/Pyush+Digital+Seva+Kanchanpur+Kachra+Sourbazar+Saharsa/data=!4m7!3m6!1s0x39ee25786ceb7a89:0x4be58f428bb0eea!8m2!3d25.792019!4d86.6979389!16s%2Fg%2F11h_v5flg3!19sChIJiXrrbHgl7jkR6g67KPRYvgQ?authuser=0&hl=en&rclk=1
"Kursed Internet Cafe, (CSC VLE) VASUDHA KENDRA",Saharsa,,,+91 87098 11916,,Not Available,"At+Po Dhanchhoha Ps Sourbazar, Saharsa, Bihar 852121, India","https://www.google.com/maps/place/Kursed+Internet+Cafe,+%28CSC+VLE%29+VASUDHA+KENDRA/data=!4m7!3m6!1s0x39ee3b758cb17725:0xea352437489de227!8m2!3d25.9037413!4d86.700604!16s%2Fg%2F11smk6_p66!19sChIJJXexjHU77jkRJ-KdSDckNeo?authuser=0&hl=en&rclk=1"
Sachin Gupta,Saharsa,,,Not Available,,Not Available,"Ward No 06, near Petrolel Pump, Sonbarsa, Saharsa, Bihar 852106, India",https://www.google.com/maps/place/Sachin+Gupta/data=!4m7!3m6!1s0x39ee238056694611:0xf10f065b11a13df3!8m2!3d25.800571!4d86.5943348!16s%2Fg%2F11w3zmv171!19sChIJEUZpVoAj7jkR8z2hEVsGD_E?authuser=0&hl=en&rclk=1
